Material;Texto breve de material;Alm.;CMv;Texto;Ce.coste;Cantidad;Fe.contab.;Tipo Mov.;Consumo según Area;Año Solicitud
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;01/12/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;01/12/2020;Reservas;Fraccionamiento;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;20,000;20/04/2021;Reservas;Fraccionamiento;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;20,000;04/05/2021;Reservas;Fraccionamiento;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;J.VELANDIA/ TECNICOS SERVICIOS;500202;12,000;02/12/2020;Reservas;Mantenimiento Servicios;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;ÁREA DE MUESTREO M.P.;500205;312,000;02/12/2020;Reservas;Muestreo Mp;2020
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;ÁREA DE MUESTREO M.P.;500205;312,000;02/12/2020;Reservas;Muestreo Mp;2020
42-0015945;FRASCO 245CC;0101;959;ÁREA DE MUESTREO M.P.;500205;600,000;02/12/2020;Reservas;Muestreo Mp;2020
42-0015946;TAPA FRASCO 245CC;0101;959;ÁREA DE MUESTREO M.P.;500205;600,000;02/12/2020;Reservas;Muestreo Mp;2020
42-0015947;FRASCO AMBAR 120ML;0101;959;ÁREA DE MUESTREO M.P.;500205;1.050,000;02/12/2020;Reservas;Muestreo Mp;2020
42-0015948;TAPA FRASCO AMBAR 120ML;0101;959;ÁREA DE MUESTREO M.P.;500205;1.050,000;02/12/2020;Reservas;Muestreo Mp;2020
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;J.VELANDIA/ TECNICOS SERVICIOS;500202;6,000;03/12/2020;Reservas;Mantenimiento Servicios;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;J.VELANDIA/ TECNICOS SERVICIOS;500202;12,000;03/12/2020;Reservas;Mantenimiento Servicios;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;LAB FRAGANCIAS,2DO PISO DE PLANTA-WILLIAM CARRILLO;17170151;24,000;03/12/2020;Reservas;Laboratorios;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;LAB FRAGANCIAS,2DO PISO DE PLANTA-WILLIAM CARRILLO;17170151;30,000;03/12/2020;Reservas;Laboratorios;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;LAB FRAGANCIAS,2DO PISO DE PLANTA-WILLIAM CARRILLO;17170151;30,000;03/12/2020;Reservas;Laboratorios;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;20,000;18/05/2021;Reservas;Fraccionamiento;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;20,000;28/05/2021;Reservas;Fraccionamiento;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;105,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;04/12/2020;Reservas;Fraccionamiento;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;20,000;15/06/2021;Reservas;Fraccionamiento;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;30,000;04/12/2020;Reservas;Don Vapor;2020
42-0000716;FRASCO PLASTICO DE 120 CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;10/12/2020;Reservas;Fraccionamiento;2020
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;10/12/2020;Reservas;Fraccionamiento;2020
42-0010480;TAPA 53 FRASCO DE 120CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;10/12/2020;Reservas;Fraccionamiento;2020
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;10/12/2020;Reservas;Fraccionamiento;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA E&S;500408;100,000;10/12/2020;Reservas;Fab.E&S;2020
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA E&S;500408;100,000;10/12/2020;Reservas;Fab.E&S;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA E&S;500408;212,000;11/12/2020;Reservas;Fab.E&S;2020
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA E&S;500408;212,000;11/12/2020;Reservas;Fab.E&S;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;210,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;126,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;126,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;210,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;11/12/2020;Reservas;Fraccionamiento;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;20,000;29/06/2021;Reservas;Fraccionamiento;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;20,000;21/07/2021;Reservas;Fraccionamiento;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;MANTENIMIENTO H BOHORQUEZ;500202;24,000;14/12/2020;Reservas;Mantenimiento Servicios;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;MANTENIMIENTO H BOHORQUEZ;500202;70,000;14/12/2020;Reservas;Mantenimiento Servicios;2020
42-0000704;TARRO EN P.E. DE 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;125,000;14/12/2020;Reservas;Laboratorios;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;24,000;14/12/2020;Reservas;Laboratorios;2020
42-0010477;TAPA 123 TARRO DE 2LT;0101;959;I&D QUIMICO NELSON VELA;17050151;40,000;14/12/2020;Reservas;Laboratorios;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;24,000;14/12/2020;Reservas;Laboratorios;2020
42-0012711;TAPA 86 TARRO EN P.E. DE 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;125,000;14/12/2020;Reservas;Laboratorios;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;MANTENIMIENTO H BOHORQUEZ;500202;24,000;15/12/2020;Reservas;Mantenimiento Servicios;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;15/12/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;15/12/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;147,000;15/12/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;15/12/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;130,000;15/12/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;15/12/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;15/12/2020;Reservas;Fraccionamiento;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;40,000;02/08/2021;Reservas;Fraccionamiento;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;10,000;06/08/2021;Reservas;Fraccionamiento;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;14,000;16/12/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;20,000;16/12/2020;Reservas;Fraccionamiento;2020
42-0015947;FRASCO AMBAR 120ML;0101;101;NORMAL;;1.575,000;16/12/2020;Ingresos;N/A;2020
42-0015948;TAPA FRASCO AMBAR 120ML;0101;101;NORMAL;;1.575,000;16/12/2020;Ingresos;N/A;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;101;NORMAL;;2.310,000;17/12/2020;Ingresos;N/A;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;101;NORMAL;;2.010,000;17/12/2020;Ingresos;N/A;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;101;NORMAL;;2.016,000;17/12/2020;Ingresos;N/A;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;HBOHORQUEZ/ TECNICOS SERVICIOS;500202;24,000;18/12/2020;Reservas;Mantenimiento Servicios;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;101;NORMAL;;156,000;18/12/2020;Ingresos;N/A;2020
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;101;NORMAL;;228,000;18/12/2020;Ingresos;N/A;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;147,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;18/12/2020;Reservas;Fraccionamiento;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;10,000;10/08/2021;Reservas;Fraccionamiento;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;10,000;13/08/2021;Reservas;Fraccionamiento;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;40,000;18/12/2020;Reservas;Don Vapor;2020
42-0015915;TARRO 5 LT (BALDE);0101;101;NORMAL;;900,000;19/12/2020;Ingresos;N/A;2020
42-0015913;TARRO 10 LT (BALDE);0101;101;NORMAL;;1.320,000;19/12/2020;Ingresos;N/A;2020
42-0015914;TAPA TARRO 10 LT (BALDE);0101;101;NORMAL;;1.320,000;19/12/2020;Ingresos;N/A;2020
42-0015916;TAPA TARRO 5 LT (BALDE);0101;101;NORMAL;;900,000;19/12/2020;Ingresos;N/A;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;10,000;24/08/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;20,000;20/12/2020;Reservas;Fab. HoH;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;20,000;20/12/2020;Reservas;Fab. HoH;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;20,000;20/12/2020;Reservas;Fab. HoH;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;20,000;20/12/2020;Reservas;Fab. HoH;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;52,000;21/12/2020;Reservas;Fab. HoH;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;1,000;21/12/2020;Reservas;Fab. HoH;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;52,000;21/12/2020;Reservas;Fab. HoH;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;1,000;21/12/2020;Reservas;Fab. HoH;2020
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;J.VELANDIA/ TECNICOS SERVICIOS;500202;10,000;21/12/2020;Reservas;Mantenimiento Servicios;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;147,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;22/12/2020;Reservas;Fraccionamiento;2020
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;10,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;10,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISOR DON VAPOR;500999;40,000;28/12/2020;Reservas;Don Vapor;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;101;NORMAL;;2.700,000;28/12/2020;Ingresos;N/A;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;101;NORMAL;;2.184,000;28/12/2020;Ingresos;N/A;2020
42-0000717;FRASCO PLASTICO DE 250 CC;0101;101;NORMAL;;1.248,000;28/12/2020;Ingresos;N/A;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;147,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;150,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;29/12/2020;Reservas;Fraccionamiento;2020
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;105,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;ESCLUSA DE MP SAS;500210;312,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;200,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;300,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;05/01/2021;Reservas;Fraccionamiento;2021
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;J.VELANDIA/ TECNICOS SERVICIOS;500202;6,000;05/01/2021;Reservas;Mantenimiento Servicios;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;J.VELANDIA/ TECNICOS SERVICIOS;500202;24,000;05/01/2021;Reservas;Mantenimiento Servicios;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ELSA NIDIA ESQUIVEL - AQE;17080351;2,000;06/01/2021;Reservas;Laboratorios;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;101;NORMAL;;2.448,000;07/01/2021;Ingresos;N/A;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;101;NORMAL;;3.528,000;07/01/2021;Ingresos;N/A;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;101;NORMAL;;2.520,000;07/01/2021;Ingresos;N/A;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;252,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;540,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;126,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;120,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;250,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;550,000;08/01/2021;Reservas;Fraccionamiento;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;84,000;08/01/2021;Reservas;Fab. HoH;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;90,000;08/01/2021;Reservas;Fab. HoH;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;21,000;09/01/2021;Reservas;Fab. HoH;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;21,000;09/01/2021;Reservas;Fab. HoH;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;72,000;12/01/2021;Reservas;Laboratorios;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;I&D QUIMICO NELSON VELA;17050151;72,000;12/01/2021;Reservas;Laboratorios;2021
42-0010477;TAPA 123 TARRO DE 2LT;0101;959;I&D QUIMICO NELSON VELA;17050151;40,000;12/01/2021;Reservas;Laboratorios;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;84,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;90,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;200,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;12/01/2021;Reservas;Fraccionamiento;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;50,000;14/01/2021;Reservas;Don Vapor;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;25,000;15/01/2021;Reservas;Fab. HoH;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;AREA BLANCA FABRICA HOH EXT.1333;500510;25,000;15/01/2021;Reservas;Fab. HoH;2021
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;ALMACEN MANTENIMIENTO-JORGE CASTRO;500202;3,000;15/01/2021;Reservas;Mantenimiento Servicios;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;ALMACEN MANTENIMIENTO-JORGE CASTRO;500202;12,000;15/01/2021;Reservas;Mantenimiento Servicios;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;ALMACEN MANTENIMIENTO-JORGE CASTRO;500202;12,000;15/01/2021;Reservas;Mantenimiento Servicios;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;957;ESCLUSA DE MP SAS;;40,000;30/09/2021;Reservas;Fraccionamiento;2021
